epoch,train_accuracy,val_accuracy,train_loss,val_loss,gender_fairness,age_fairness
1,0.31027278304100037,0.43943509459495544,2.2270212173461914,1.670896053314209,0.9031000224861506,0.7188137164040778
2,0.3146350383758545,0.4486691951751709,2.173553705215454,1.6228073835372925,0.9115086736733089,0.7160596408622998
3,0.32544851303100586,0.4557305872440338,2.104034185409546,1.5884206295013428,0.9281245787379362,0.7079225994888645
4,0.3318997323513031,0.46170559525489807,2.03253436088562,1.5558208227157593,0.9137589908263613,0.752785578403841
5,0.34400343894958496,0.46170559525489807,1.9664409160614014,1.5245323181152344,0.8882577631283676,0.752785578403841
6,0.3523592948913574,0.4671374261379242,1.884213924407959,1.5001720190048218,0.8935877106756689,0.7471677755799316
7,0.363910049200058,0.4709396958351135,1.8195064067840576,1.4727054834365845,0.9131679114852491,0.7195771935324943
8,0.38203489780426025,0.4752851724624634,1.7663766145706177,1.4525564908981323,0.9222894125171224,0.7013270473197137
9,0.3921110928058624,0.4741988182067871,1.7042468786239624,1.4406464099884033,0.934907908992416,0.7038773274917853
10,0.40298599004745483,0.4736556112766266,1.6726163625717163,1.42844820022583,0.9413016560903885,0.6820860082666432
11,0.40679529309272766,0.47148290276527405,1.6305009126663208,1.4219834804534912,0.9497818511903019,0.711640680368533
12,0.4175473153591156,0.47148290276527405,1.6082547903060913,1.412720799446106,0.936732423451395,0.6577257936856917
13,0.4206807613372803,0.4736556112766266,1.5951811075210571,1.4102587699890137,0.9369901092351608,0.6845844918134074
14,0.4282378852367401,0.47474199533462524,1.5821928977966309,1.4031896591186523,0.9328349424536302,0.7308064374285463
15,0.42977389693260193,0.47311243414878845,1.5562669038772583,1.3959741592407227,0.9304875406283857,0.7874208699203594
16,0.4301425516605377,0.46985334157943726,1.5542645454406738,1.3918852806091309,0.9214843627466357,0.7350922678053988
17,0.4373924732208252,0.46768060326576233,1.5338399410247803,1.3868967294692993,0.9041662562789324,0.7350922678053988
18,0.4402187168598175,0.4709396958351135,1.5300538539886475,1.3823912143707275,0.8964332554028625,0.7595953433989121
19,0.4501720368862152,0.47148290276527405,1.5147426128387451,1.3794485330581665,0.8903471213576387,0.7501004016064257
20,0.44666993618011475,0.47474199533462524,1.5051552057266235,1.3718920946121216,0.8869440418736193,0.7228915662650602
21,0.4490661025047302,0.4752851724624634,1.5029258728027344,1.3704190254211426,0.8769440464124699,0.71990441103256
22,0.4572990834712982,0.47474199533462524,1.4867570400238037,1.3655964136123657,0.8707935961759331,0.7469879518072289
23,0.4499877095222473,0.47691473364830017,1.4899916648864746,1.3610844612121582,0.8673441336884683,0.7439012247336453
24,0.45140084624290466,0.47800108790397644,1.4790809154510498,1.3573259115219116,0.8636611437365005,0.7169418414398334
25,0.4630744755268097,0.4790874421596527,1.467337965965271,1.3541496992111206,0.8600092995769381,0.7169418414398334
26,0.46356597542762756,0.4823465645313263,1.4693959951400757,1.3510122299194336,0.8765815230365243,0.7081986482515428
27,0.4621528685092926,0.4872351884841919,1.466981291770935,1.349172592163086,0.8640438786565547,0.7209604970404264
28,0.4677439033985138,0.4877783954143524,1.4447166919708252,1.3452922105789185,0.8739012769892609,0.7184571619812584
29,0.464794784784317,0.4921238422393799,1.4674526453018188,1.3421204090118408,0.8749027840840127,0.7339874963772616
30,0.4676210284233093,0.4953829348087311,1.4488686323165894,1.3391817808151245,0.8679624739433284,0.7289773428183726
31,0.46768248081207275,0.49646931886672974,1.449289321899414,1.33890962600708,0.8606186569969267,0.7289773428183726
32,0.4721061587333679,0.4991852343082428,1.440926432609558,1.3374381065368652,0.8594164456233422,0.7517578847814467
33,0.46731382608413696,0.5008147954940796,1.4471104145050049,1.3362008333206177,0.8692492667071849,0.7771909556032347
34,0.4733964204788208,0.5019011497497559,1.436090350151062,1.3323076963424683,0.8809162668317599,0.7692873187665917
35,0.47364217042922974,0.5029875040054321,1.433340072631836,1.3298228979110718,0.8773353063974845,0.8117876913057636
36,0.47413370013237,0.502444326877594,1.4339706897735596,1.3298176527023315,0.8867855552379876,0.8103110114878117
37,0.46712952852249146,0.5013579726219177,1.4408758878707886,1.327702283859253,0.882717731590107,0.8071823975438434
38,0.4747481048107147,0.5046170353889465,1.4279354810714722,1.325571060180664,0.894921202533749,0.7979398510070819
39,0.4748709797859192,0.5046170353889465,1.4264408349990845,1.3234447240829468,0.8910650717491765,0.7479006936838262
40,0.47382649779319763,0.5062466263771057,1.4256036281585693,1.3218464851379395,0.8894643659329335,0.7698977729098211
41,0.4745637774467468,0.5067898035049438,1.4143739938735962,1.3198635578155518,0.8914858758555083,0.7787471725984398
42,0.47929465770721436,0.5084193348884583,1.4206312894821167,1.3195850849151611,0.8860829311533538,0.7507444225571488
43,0.47855737805366516,0.5084193348884583,1.413887619972229,1.3189594745635986,0.8898899469692649,0.7698977729098211
44,0.4761612117290497,0.5095056891441345,1.4162369966506958,1.3171789646148682,0.8863016810540663,0.7479006936838262
45,0.4765912890434265,0.5057034492492676,1.412672519683838,1.3147099018096924,0.8798233186098842,0.7728251408676532
46,0.4796018600463867,0.5062466263771057,1.406692385673523,1.3153350353240967,0.8780458977642076,0.766992498295067
47,0.4801548421382904,0.5057034492492676,1.4088091850280762,1.3120068311691284,0.8760366394169211,0.7728251408676532
48,0.4814450740814209,0.5067898035049438,1.4009020328521729,1.3099697828292847,0.87627564393807,0.766992498295067
49,0.4837183654308319,0.5084193348884583,1.4019590616226196,1.3100205659866333,0.8710074536939534,0.7479006936838262
50,0.48470139503479004,0.507332980632782,1.400490641593933,1.3101670742034912,0.8745125138697842,0.7422773801974816
51,0.48304250836372375,0.5067898035049438,1.3920389413833618,1.3096802234649658,0.87627564393807,0.7422773801974816
52,0.4852543771266937,0.5078761577606201,1.39203679561615,1.3080519437789917,0.8765136866704016,0.7422773801974816
53,0.4842098653316498,0.5105920433998108,1.3894325494766235,1.3058937788009644,0.8677834706677083,0.7367379967631721
54,0.48851069808006287,0.5105920433998108,1.3873358964920044,1.3053021430969238,0.8677834706677083,0.7555874053836162
55,0.4842098653316498,0.5105920433998108,1.3900507688522339,1.3047083616256714,0.8677834706677083,0.7339991938012271
56,0.48826491832733154,0.5116784572601318,1.3882288932800293,1.303890347480774,0.8680355569723588,0.7527889335118251
57,0.4891251027584076,0.5127648115158081,1.387663722038269,1.302941918373108,0.8794415502689097,0.7472537207654146
58,0.4865446090698242,0.5138511657714844,1.3900601863861084,1.3012325763702393,0.8796709154713755,0.7417993140444993
59,0.48998525738716125,0.5127648115158081,1.3930869102478027,1.3005203008651733,0.8757084338701531,0.7417993140444993
60,0.4883878231048584,0.5149375200271606,1.3896654844284058,1.298430323600769,0.8761801578702986,0.7391018619934283
61,0.49035388231277466,0.5160238742828369,1.3927055597305298,1.2989579439163208,0.876414618709975,0.7364239566963507
62,0.4915826916694641,0.5165671110153198,1.3790032863616943,1.300360083580017,0.8746825740089672,0.7574646411733893
63,0.4908454120159149,0.5165671110153198,1.3814990520477295,1.2996125221252441,0.8746825740089672,0.7547301117828716
64,0.491767019033432,0.5160238742828369,1.38174569606781,1.2965846061706543,0.876414618709975,0.7311259426193986
65,0.4874047636985779,0.5160238742828369,1.3779563903808594,1.296634316444397,0.8727169951909695,0.7364239566963507
66,0.4864831566810608,0.517110288143158,1.3861725330352783,1.2964551448822021,0.8766481528269648,0.7311259426193986
67,0.491767019033432,0.5181966423988342,1.3786036968231201,1.2946730852127075,0.8768807657048343,0.7285054195275726
68,0.49182847142219543,0.5192829966545105,1.3743659257888794,1.294899344444275,0.8771124627839721,0.7026540325001072
69,0.49336445331573486,0.5187398195266724,1.3765417337417603,1.2949126958847046,0.8714812678397725,0.7051635111876075
70,0.49281150102615356,0.5198261737823486,1.3734225034713745,1.29538893699646,0.8644323875947995,0.7026540325001072
71,0.4913369417190552,0.5192829966545105,1.3777275085449219,1.2936609983444214,0.8734352617138528,0.7051635111876075
72,0.4943475127220154,0.521455705165863,1.3764936923980713,1.2936688661575317,0.8702600216684723,0.7001623515337947
73,0.49766528606414795,0.5181966423988342,1.367251992225647,1.294784665107727,0.8731967821465437,0.707690978969642
74,0.49576061964035034,0.5203693509101868,1.3691004514694214,1.2925175428390503,0.8700167283999042,0.7259036144578314
75,0.49465471506118774,0.5198261737823486,1.3615745306015015,1.2923146486282349,0.8717226435536295,0.7259036144578314
76,0.49729663133621216,0.5209125280380249,1.3587772846221924,1.2907466888427734,0.8719630745484499,0.7259036144578314
77,0.49145981669425964,0.521998941898346,1.3646972179412842,1.289827585220337,0.868563608370873,0.720755361873024
78,0.49637502431869507,0.5236284732818604,1.3681191205978394,1.2877330780029297,0.8635138199501121,0.7259036144578314
79,0.49600639939308167,0.5225421190261841,1.366947054862976,1.2884743213653564,0.8632593169171864,0.7259036144578314
80,0.5006758570671082,0.521998941898346,1.363004446029663,1.2893611192703247,0.868563608370873,0.7233203275736397
81,0.4956377446651459,0.5209125280380249,1.3635807037353516,1.2880849838256836,0.8646860922620745,0.7285054195275726
82,0.5024576187133789,0.521998941898346,1.358046293258667,1.2889301776885986,0.868563608370873,0.7233203275736397
83,0.4956991970539093,0.5236284732818604,1.3582253456115723,1.286807894706726,0.8599198224610272,0.7259036144578314
84,0.4949619174003601,0.5236284732818604,1.358453631401062,1.287495493888855,0.8635138199501121,0.7233203275736397
85,0.49354878067970276,0.5236284732818604,1.3633676767349243,1.2855621576309204,0.8635138199501121,0.7259036144578314
86,0.4956991970539093,0.5230852961540222,1.3564963340759277,1.2857351303100586,0.8651905458140929,0.7259036144578314
87,0.49766528606414795,0.5241716504096985,1.361677885055542,1.284997820854187,0.86184358045311,0.7259036144578314
88,0.49932417273521423,0.526344358921051,1.358505129814148,1.2844197750091553,0.8587840653387784,0.7439866226471723
89,0.5003072023391724,0.5258011817932129,1.3587286472320557,1.2826042175292969,0.8568714059504959,0.7439866226471723
90,0.49803391098976135,0.526344358921051,1.3600984811782837,1.2837666273117065,0.8552267391444489,0.7439866226471723
91,0.5038707256317139,0.5258011817932129,1.3583505153656006,1.2836297750473022,0.8604387552527258,0.746643717728055
92,0.4984639883041382,0.5274307727813721,1.3504725694656372,1.2852522134780884,0.8661877892521872,0.7439866226471723
93,0.49932417273521423,0.5279739499092102,1.3524465560913086,1.283315896987915,0.8503304028516372,0.7439866226471723
94,0.49391743540763855,0.5279739499092102,1.363110899925232,1.2834552526474,0.8503304028516372,0.746643717728055
95,0.5002457499504089,0.5268875360488892,1.349387526512146,1.2833784818649292,0.8500545854920669,0.7493198600855032
96,0.4951462149620056,0.5279739499092102,1.3542882204055786,1.2835561037063599,0.8573990361265738,0.746643717728055
97,0.49723517894744873,0.5296034812927246,1.353769302368164,1.2818450927734375,0.8420048261597558,0.7233203275736397
98,0.5028262734413147,0.5290603041648865,1.345918893814087,1.2806437015533447,0.8436025582777059,0.7439866226471723
99,0.5013516545295715,0.5301466584205627,1.343900203704834,1.2817692756652832,0.8438885058603369,0.7439866226471723
100,0.4992627203464508,0.531233012676239,1.3543535470962524,1.2798322439193726,0.8441733723556988,0.7413483722122532
101,0.5035635232925415,0.5290603041648865,1.3523017168045044,1.280263066291809,0.850605169478409,0.7439866226471723
102,0.49969279766082764,0.531233012676239,1.3490996360778809,1.2787107229232788,0.8441733723556988,0.7413483722122532
103,0.5044236779212952,0.531233012676239,1.3469133377075195,1.2788152694702148,0.840704020932562,0.7182085231384904
104,0.5007987022399902,0.5306898355484009,1.3504213094711304,1.2782070636749268,0.8422932534863097,0.7182085231384904
105,0.5031334757804871,0.531233012676239,1.3440005779266357,1.276444673538208,0.8441733723556988,0.7387287666567329
106,0.50221186876297,0.531233012676239,1.3436022996902466,1.2783260345458984,0.847655865261499,0.7182085231384904
107,0.501044511795044,0.531233012676239,1.3471789360046387,1.2778716087341309,0.847655865261499,0.720755361873024
108,0.5017203092575073,0.5317761898040771,1.346804141998291,1.2777915000915527,0.8460534912250879,0.7156796198880028
109,0.49913984537124634,0.5306898355484009,1.3541162014007568,1.2766910791397095,0.8422932534863097,0.7182085231384904
110,0.503379225730896,0.531233012676239,1.3412576913833618,1.2761622667312622,0.847655865261499,0.7182085231384904
111,0.5054067373275757,0.531233012676239,1.3493903875350952,1.2758371829986572,0.847655865261499,0.7182085231384904
112,0.5031948685646057,0.5301466584205627,1.3403939008712769,1.2756320238113403,0.8438885058603369,0.7182085231384904
113,0.5024576187133789,0.5279739499092102,1.346543788909912,1.2779594659805298,0.8468162823092401,0.7233203275736397
114,0.49975425004959106,0.5290603041648865,1.3435499668121338,1.2765607833862305,0.8436025582777059,0.7233203275736397
115,0.49858686327934265,0.5290603041648865,1.3492547273635864,1.27619469165802,0.8436025582777059,0.7413483722122532
116,0.5053452849388123,0.5285171270370483,1.3431061506271362,1.2750297784805298,0.841715304232342,0.7182085231384904
117,0.4981567859649658,0.5279739499092102,1.3409228324890137,1.2747344970703125,0.8433155234419091,0.7233203275736397
118,0.5019660592079163,0.5296034812927246,1.3481805324554443,1.2734426259994507,0.8420048261597558,0.7233203275736397
119,0.5038092732429504,0.5306898355484009,1.3379429578781128,1.2745260000228882,0.8422932534863097,0.7413483722122532
120,0.5016588568687439,0.531233012676239,1.3441110849380493,1.2723308801651,0.8441733723556988,0.7156796198880028
121,0.5084787607192993,0.5306898355484009,1.3369604349136353,1.2733569145202637,0.8422932534863097,0.720755361873024
122,0.5041164755821228,0.5301466584205627,1.3343346118927002,1.2739956378936768,0.8438885058603369,0.720755361873024
123,0.5027648210525513,0.5301466584205627,1.3449257612228394,1.272552490234375,0.8438885058603369,0.720755361873024
124,0.5035635232925415,0.5290603041648865,1.3377820253372192,1.272502064704895,0.850605169478409,0.7233203275736397
125,0.5050995349884033,0.5285171270370483,1.3362770080566406,1.27152419090271,0.8487107258938246,0.720755361873024
126,0.5020275115966797,0.5290603041648865,1.342471957206726,1.271905541419983,0.8436025582777059,0.7439866226471723
127,0.5074957013130188,0.5296034812927246,1.3352327346801758,1.270933747291565,0.8489880493843435,0.7413483722122532
128,0.5039936304092407,0.5290603041648865,1.335198998451233,1.272011637687683,0.850605169478409,0.746643717728055
129,0.5023961663246155,0.5306898355484009,1.3340473175048828,1.2703096866607666,0.8492643204137978,0.7387287666567329
130,0.5048537850379944,0.5296034812927246,1.337260127067566,1.2707695960998535,0.8524996130629934,0.7439866226471723
131,0.5101990699768066,0.5285171270370483,1.3235840797424316,1.2694201469421387,0.8487107258938246,0.7439866226471723
132,0.5074957013130188,0.5290603041648865,1.3288404941558838,1.2701388597488403,0.850605169478409,0.746643717728055
133,0.5028262734413147,0.5290603041648865,1.3372979164123535,1.2684746980667114,0.850605169478409,0.7439866226471723
134,0.5032563209533691,0.5296034812927246,1.3331570625305176,1.2697170972824097,0.8489880493843435,0.7439866226471723
135,0.5069427490234375,0.5296034812927246,1.332321286201477,1.2683378458023071,0.8524996130629934,0.7439866226471723
136,0.5060211420059204,0.5279739499092102,1.3356406688690186,1.269134521484375,0.8468162823092401,0.746643717728055
137,0.505959689617157,0.5285171270370483,1.3351905345916748,1.2677209377288818,0.8452063654227205,0.7439866226471723
138,0.5060211420059204,0.5301466584205627,1.3345164060592651,1.267317771911621,0.847377066368434,0.7646529177207049
139,0.507127046585083,0.5296034812927246,1.3317240476608276,1.267574429512024,0.84548981232307,0.7646529177207049
140,0.5094617605209351,0.5285171270370483,1.3279250860214233,1.2674145698547363,0.8452063654227205,0.7673838209982787
141,0.5070042014122009,0.5279739499092102,1.3344801664352417,1.268061637878418,0.8468162823092401,0.7701343006434339
142,0.5076799988746643,0.5290603041648865,1.3339149951934814,1.2679022550582886,0.8436025582777059,0.7673838209982787
143,0.5029491186141968,0.5279739499092102,1.3363726139068604,1.2666196823120117,0.8468162823092401,0.746643717728055
144,0.5094617605209351,0.5285171270370483,1.3276671171188354,1.2670705318450928,0.8452063654227205,0.7439866226471723
145,0.5064511895179749,0.5301466584205627,1.3267520666122437,1.2666294574737549,0.8438885058603369,0.7853192127942373
146,0.5097075700759888,0.5279739499092102,1.3250694274902344,1.2649006843566895,0.8468162823092401,0.7673838209982787
147,0.5057753920555115,0.5285171270370483,1.3295032978057861,1.2647675275802612,0.8452063654227205,0.7881239242685025
148,0.5125337839126587,0.5290603041648865,1.3237721920013428,1.266546607017517,0.847097207403532,0.7881239242685025
149,0.5036864280700684,0.5296034812927246,1.33429753780365,1.2645862102508545,0.84548981232307,0.7881239242685025
150,0.5036864280700684,0.5285171270370483,1.331801414489746,1.2649694681167603,0.8452063654227205,0.7881239242685025
151,0.5092160105705261,0.5296034812927246,1.321791410446167,1.2654589414596558,0.84548981232307,0.7881239242685025
152,0.5084173083305359,0.5301466584205627,1.331730604171753,1.264898657798767,0.8404131346169207,0.7853192127942373
153,0.5084173083305359,0.5290603041648865,1.3293001651763916,1.2642139196395874,0.8436025582777059,0.7619413825514825
154,0.5078643560409546,0.5296034812927246,1.3278422355651855,1.2650041580200195,0.8420048261597558,0.7853192127942373
155,0.5132096409797668,0.5285171270370483,1.3223789930343628,1.2643465995788574,0.8452063654227205,0.7646529177207049
156,0.5127795338630676,0.5306898355484009,1.322792887687683,1.2624844312667847,0.8422932534863097,0.7825343928907117
157,0.5107520222663879,0.531233012676239,1.3307268619537354,1.2621417045593262,0.8441733723556988,0.779769253693218
158,0.5097075700759888,0.5285171270370483,1.3262218236923218,1.2640808820724487,0.8487107258938246,0.7646529177207049
159,0.511673629283905,0.5268875360488892,1.3324896097183228,1.2643134593963623,0.8465342849817638,0.7701343006434339
160,0.5113049745559692,0.531233012676239,1.3250242471694946,1.2628564834594727,0.8441733723556988,0.779769253693218
161,0.5111821293830872,0.5306898355484009,1.323140025138855,1.2614502906799316,0.8422932534863097,0.779769253693218
162,0.5096461176872253,0.5306898355484009,1.3230090141296387,1.2620055675506592,0.8422932534863097,0.7825343928907117
163,0.5098304152488708,0.5290603041648865,1.3231475353240967,1.2615063190460205,0.8436025582777059,0.7825343928907117
164,0.5105677247047424,0.5306898355484009,1.3276153802871704,1.2618976831436157,0.845772185560918,0.779769253693218
165,0.5100761651992798,0.5306898355484009,1.3243085145950317,1.2607614994049072,0.8422932534863097,0.779769253693218
166,0.5095846652984619,0.5306898355484009,1.3177858591079712,1.2624051570892334,0.8388274494572662,0.779769253693218
167,0.5068198442459106,0.531233012676239,1.3268707990646362,1.261760950088501,0.8441733723556988,0.779769253693218
168,0.5140083432197571,0.5274307727813721,1.3139697313308716,1.2624461650848389,0.8414246814610976,0.7701343006434339
169,0.5086630582809448,0.5301466584205627,1.3224313259124756,1.261409044265747,0.8438885058603369,0.7853192127942373
